mnu_true,mean,median,hpd68_lo,hpd68_hi,in_hpd68,accept_rate
0.06,0.06063312147498568,0.06047124521076232,0.05900366006166246,0.061029501477351755,True,0.5133333333333333
0.1,0.09999195923636398,0.09997609909606506,0.09851935895055206,0.10152624587949913,True,0.6257666666666667
