file,chain_name,raw_samples,N,mean,median,std,p01,p05,p16,p50,p84,p95,p99,hpd68_lo,hpd68_hi,hpd95_lo,hpd95_hi,P_gt_0.06,P_gt_0.1,tau_int,N_eff,Rhat_split4,accept_rate_log,Rminus1_log,trimmed_mean,trimmed_std,trimmed_p50
c:\Users\Jesse\Desktop\Experimente\CWSN\data\desi\edr\processed\voidfinder\vgcf\cobaya_pack\chains_cosmo_quick_camb_floor.1.txt,chains_cosmo_quick_camb_floor.1,4000,3600,0.05526371049308825,0.033977575,0.044012184024611746,0.0062475685,0.0077936922,0.012441267,0.033977575,0.095768679,0.12766031,0.12777075,0.013418309,0.095884961,0.0077936922,0.12766031,0.46798843453118544,0.09720501170315296,787.7042862377809,4.570242999684888,3.129043033591813,0.273451,17.255214,0.10063740065416299,0.013997004998321357,0.093697678
c:\Users\Jesse\Desktop\Experimente\CWSN\data\desi\edr\processed\voidfinder\vgcf\cobaya_pack\chains_cosmo_quick_camb_floor_prior059.1.txt,chains_cosmo_quick_camb_floor_prior059.1,20000,18000,0.0603289995677683,0.05969211,0.0018056247925366535,0.05900753,0.059036847,0.059134943,0.05969211,0.061516954,0.063869798,0.066715029,0.059004983,0.060340869,0.059004983,0.063869798,0.39310221485922986,0.0,256.62318864475185,70.14175178423851,1.0650763705046344,,,0.0603289995677683,0.0018056247925366535,0.05969211
c:\Users\Jesse\Desktop\Experimente\CWSN\data\desi\edr\processed\voidfinder\vgcf\cobaya_pack\chains_cosmo_quick_camb_ncdm3.1.txt,chains_cosmo_quick_camb_ncdm3.1,20000,18000,0.06014836980295489,0.059671204,0.0014964579211864462,0.059005093,0.059034827,0.059128426,0.059671204,0.061010144,0.062997336,0.066653813,0.059001633,0.060118283,0.059001633,0.062997336,0.36099533437014,0.0,103.39649326548847,174.08714194766617,1.01892979451309,,,0.06014836980295489,0.0014964579211864462,0.059671204
